"TRC Companies, Inc.",30178236578868,Sophie Struys
"Avid Technology, Inc.",633110565148254839,Merci Bangham
Clifton Bancorp Inc.,3540684404781421,Willdon Blinman
"A V Homes, Inc.",3581736551371131,Britteny Briddle
Regions Financial Corporation,5610516152235384,Jacquenetta Cropper
"AquaBounty Technologies, Inc.",5419780122981872,Chrissie Kobisch
Scotts Miracle-Gro Company (The),6398148005058320,Kit Carlone
PowerShares Global Agriculture Portfolio,5108755608529193,Otis Collisson
Bryn Mawr Bank Corporation,5243922676736565,Alfie Ottey
Ambev S.A.,3574789020199731,Elwira Casserly
Asia Pacific Wire & Cable Corporation Limited,5602244227861296,Munroe Hammerman
"Ramaco Resources, Inc.",36970707002335,Joelynn Alenichicov
"Frequency Electronics, Inc.",3532806665857224,Cosimo Late
Oil-Dri Corporation Of America,3547036939390967,Bonnee Brown
Whiting Petroleum Corporation,3570344325603310,Kelwin Pomfret
"Energy Transfer Equity, L.P.",67597472876142943,Vachel Blunderfield
Public Storage,5602250369967076179,Patricia Coleman
TPG Pace Energy Holdings Corp.,561059704621632353,Colline Dahmel
"Express, Inc.",30008354490309,Sherwin Dedmam
Radware Ltd.,337941298528059,Arlie Bracchi
Intra-Cellular Therapies Inc.,6767575402703944919,Henderson Madeley
WSI Industries Inc.,6759498152046971,Gwenny Rennles
"Landcadia Holdings, Inc.",3531495015183068,Fey Reitenbach
"AMC Entertainment Holdings, Inc.",3574134095835085,Correna Fisher
"American Financial Group, Inc.",3535071724906374,Guthrie Meindl
"Virtus Investment Partners, Inc.",560223016407695444,Sibbie Heminsley
Data I/O Corporation,6762214608546810,Ronna Braisby
Kennametal Inc.,3533543679457167,Riannon Baress
Huntington Bancshares Incorporated,561017774922938883,Pier Skepper
TiGenix,3563457664678575,Chiquita Aulsford
"Vermillion, Inc.",4175006119655114,Rani Botfield
"TerraForm Power, Inc.",30390059065218,Fredra Howchin
"PulteGroup, Inc.",3546185146449958,Kory Striker
FORM Holdings Corp.,502051474577739618,Dorian Sawdy
"Adverum Biotechnologies, Inc.",3564167570548700,Janela Oswick
Burcon NutraScience Corp,5131423473438013,Jessie Pattini
"Lands' End, Inc.",6379104966599532,Harley Pidgin
Timken Steel Corporation,3530778957865698,Ivar Shimmans
AmeriServ Financial Inc.,3584479963954734,Puff Clemenzi
Global X NASDAQ China Technology ETF,201967707597966,Gunar Baudou
OMNOVA Solutions Inc.,4041372251600090,Mandel Ryton
"Pulmatrix, Inc.",491165811699210441,Charlotte Ezzy
iShares 20+ Year Treasury Bond ETF,5002354317148771,Ban Binford
"James River Group Holdings, Ltd.",374288512971945,Hervey Frankis
Nokia Corporation,3572177110798343,Millisent Chasteney
Pointer Telocation Ltd.,5002356364252042,Michel Twaits
BioShares Biotechnology Products Fund,4017956586930030,Natal Qusklay
"Mueller Industries, Inc.",67711579891485171,Davidson Kilsby
"Manitex International, Inc.",4903159647077902,Gordy Beswick
Nuveen Texas Quality Municipal Income Fund,30064052958329,Cathyleen Yepiskov
"CoStar Group, Inc.",374283100668573,Odelinda Pochin
Energous Corporation,56022159698208360,Loy Eitter
"RealPage, Inc.",3574320884397144,Olympie McCambrois
Crestwood Equity Partners LP,3585388514550652,Hale Egglestone
CHS Inc,6393129555146439,Odilia Thorwarth
PowerShares Russell 1000 Low Beta Equal Weight Portfolio,3531769615847276,Pepi Grandham
First Trust,5020528823511188,Orran Kenner
RMG Networks Holding Corporation,3545222149566529,Shell Perryn
"Hologic, Inc.",5290235520702432,Heinrick Hache
"ConnectOne Bancorp, Inc.",3529150988378229,Melina Couser
Allstate Corporation (The),5641823130832057,Shanta Wallington
iShares MSCI Global Impact ETF,30204916374939,Randy Smallbone
Moelis & Company,5113717448923468,Filia Strugnell
YY Inc.,3533805991362569,Emilie Creswell
"Albireo Pharma, Inc.",3540457818195102,Lilah Gutch
"MoSys, Inc.",5369447584025693,Martelle MacGiany
Hecla Mining Company,3588882031221489,Drusi Logg
"NextEra Energy, Inc.",4844090155864351,Lonee Francklyn
"Cadiz, Inc.",3546776153896600,Carie Cursey
Sears Holdings Corporation,3568184393559281,Anatollo Cockrell
El Paso Electric Company,5141673719759444,Gael Skinn
MainStay DefinedTerm Municipal Opportunities Fund,6759558281839503,Dorita Tidridge
MGC Diagnostics Corporation,3580730444580157,Gill Leynham
RELX PLC,5602232896391306676,Jard Senton
"tronc, Inc.",3589026654228970,Lizzie Akister
"UCP, Inc.",3578340752878211,Ara Stockford
Global X NASDAQ China Technology ETF,3535901260108821,Urbain Cleary
"Pfizer, Inc.",3580343766068577,Ethelyn Cottie
JM Global Holding Company,3573802665447116,Willi Fransson
"Beacon Roofing Supply, Inc.",5602247904799496405,Myrtle Downgate
MannKind Corporation,3540269115734750,Umeko Worledge
Modern Media Acquisition Corp.,4041379647456,Bax De Cruce
"Evolent Health, Inc",3559914410070297,Flo Clothier
Cigna Corporation,3530000300719310,Mireielle Stronge
"PDC Energy, Inc.",3561703300918590,Consolata Acomb
"Dermira, Inc.",372403091104014,Verena Pregel
"Envestnet, Inc",676715994766976770,Celeste Meenehan
Archer-Daniels-Midland Company,3554040841902463,Danella Dumbarton
Emmis Communications Corporation,30415186077859,Keven Corgenvin
Brunswick Corporation,3538399543721774,Jodie Bramah
Shinhan Financial Group Co Ltd,6333606383771610588,Hillyer Tidder
"Alexander's, Inc.",3532090800781876,Valene Marquess
CBS Corporation,5441399378843686,Herb Hubbock
Blackrock Municipal 2018 Term Trust,3567382018980525,Dela Doutch
Altisource Residential Corporation,6388464090930766,Lucho Thomasson
"Beasley Broadcast Group, Inc.",3586619774729803,Leigh Llorens
Analogic Corporation,374622886018653,Deonne Beacock
"Agilent Technologies, Inc.",374283824578256,Aprilette Barrett
Aspen Insurance Holdings Limited,3578182338213137,Malissa Aldcorne
"Casella Waste Systems, Inc.",3538013703822427,Alikee Yurinov
Cellectis S.A.,6389196626246130,Rebe Smith
Incyte Corporation,675920259798037964,Kimberlyn Dunlea
"Mobile Mini, Inc.",6334070871976665220,Melitta Killough
Vaalco Energy Inc,6706922217171999,Kerrie Lerhinan
"Community First Bancshares, Inc.",5602236443922415,Ophelie Hydes
John Bean Technologies Corporation,633110630002750643,Stanleigh Stobbe
"Flexsteel Industries, Inc.",3542056537974603,Conn Carlesso
"Argo Group International Holdings, Ltd.",5007668301551343,Goldia Renouf
M B T Financial Corp,4913341882639285,Lewie Row
Coty Inc.,5641821547571995,Thorstein Gettens
"Compania Cervecerias Unidas, S.A.",30173238302268,Antony Fleming
BlackRock Science and Technology Trust,3583134575393992,Calv Filipyev
American Express Company,3528964620097299,Tova Huskisson
"Clean Harbors, Inc.",201429226955795,Jacklyn Winney
"Mednax, Inc",3531417241995032,Evyn Pugsley
"Chiasma, Inc.",3550667792579660,Shanda Pudner
Kyocera Corporation,3535926313311692,Janenna Bridgwater
Portland General Electric Company,3584093701059274,Trenton Simek
IQ Chaikin U.S. Small Cap ETF,3528895120077706,Doe Heather
Medley Capital Corporation,5100137477354888,Torrance Steward
"Nathan's Famous, Inc.",3583990911569698,Martha Garrud
Navios Maritime Holdings Inc.,3557411347695835,Kaine Schwandt
"Enzo Biochem, Inc.",6706121587745968780,Walther Cressy
The GDL Fund,3547228158295551,Neale Twoohy
Greif Bros. Corporation,3549740531146721,Rycca Paulsson
Nustar Energy L.P.,63040831720261971,Alvira Priddey
"Savara, Inc.",4041375151156,Ozzie Gobel
"CF Industries Holdings, Inc.",30510620538951,Marcy Chancelier
American Homes 4 Rent,5100140390239657,Mel Warboy
Chicago Bridge & Iron Company N.V.,5108759651027022,Krishnah Ogdahl
"CBL & Associates Properties, Inc.",4175002071504432,Sascha Backwell
Astronics Corporation,3551647937223431,Theda Bawcock
Fulton Financial Corporation,58930943687347751,Dasya Brummell
U.S. Bancorp,374622683191463,Emlyn Kennagh
Ramco-Gershenson Properties Trust,3586479789936491,Christyna Gibbeson
"Western Gas Equity Partners, LP",5108752880671702,Daniel Audry
First Trust NASDAQ Smartphone Index Fund,501893053684309020,Pattie Leathard
"Neothetics, Inc.",374622020351978,Tiphani Sarl
Acceleron Pharma Inc.,3549760352272364,Goldie Pengelly
"Syntel, Inc.",3563730853276181,Winona Tissiman
Qiagen N.V.,3583617640429775,Zachariah Fortun
Vanda Pharmaceuticals Inc.,3583111284140302,Ilyse Broughton
West Bancorporation,3555999236122509,Daisy Carrol
KKR & Co. L.P.,3532199766117304,Dode Marquand
CRISPR Therapeutics AG,201666584489228,Durward Astling
"Mueller Industries, Inc.",3573981076873985,Lu Pinck
Nuveen Build America Bond Fund,3564067792482391,Gallagher Sainter
"Greenlight Reinsurance, Ltd.",4913262832372449,Christel Broomer
Legacy Reserves LP,3558983426342827,Silvester McCombe
Davis Select U.S. Equity ETF,6391265116280796,Audry Winspeare
Blue Bird Corporation,5010122995089777,Ellette Dyster
Xcel Energy Inc.,5010121398616590,Kearney Fetherston
FlexShares Disciplined Duration MBS Index Fund,3588105632918000,Gerome Tchir
Legacy Reserves LP,3567019628740598,Gretna Strete
"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",67618067779894692,Rourke Meenehan
TICC Capital Corp.,6767337479027264447,Michaelina Hans
"Soligenix, Inc.",3531213627327613,Alyda McIlrath
Eaton Vance Tax Advantaged Dividend Income Fund,3554769300027459,Cherice Konertz
PennyMac Mortgage Investment Trust,5602241549909290,Jacobo Ballister
Globant S.A.,30580994550080,Wolf Wyeth
PowerShares DWA Technology Momenum Portfolio,5602250851721188325,Brenna Ortet
John Hancock Tax-Advantaged Global Shareholder Yield Fund,0604793492931079700,Leann Tittershill
"Pinnacle Financial Partners, Inc.",3571553270033583,Ives Redier
ICICI Bank Limited,3577561528247131,Ceciley Chrismas
Goldcorp Inc.,3557112861497018,Ricard Cutriss
"Cardinal Health, Inc.",6761609341069933061,Amby Keymar
"The Chefs' Warehouse, Inc.",3555615042759280,Hashim Confait
Christopher & Banks Corporation,3529574927329995,Imogene Lownie
Movado Group Inc.,5602225316209927,Meriel Prop
"Fossil Group, Inc.",3544324283101427,Berkly Yakobowitch
Anchor Bancorp,5201465632949294,Flo Crummy
Alcobra Ltd.,6385983843256354,Josefina Romero
"Catalent, Inc.",5007661576169032,Alyce Hart
"Carter's, Inc.",201609308337224,Lane Byllam
Digi International Inc.,3573924628389902,Davina L'Episcopi
Boston Scientific Corporation,30067340513665,Donny Tankard
The AES Corporation,3582367481966417,Sadye Camolli
Bank of Hawaii Corporation,374288338501504,Alexandre Fenby
Grupo Financiero Galicia S.A.,3577604623709694,Joell Risebarer
Ares Capital Corporation,5602227341358695,Hildagarde Petrulis
Wabash National Corporation,5010124361931640,Camile Baume
Discover Financial Services,30288979088585,Gerome Tibb
"Trinity Industries, Inc.",56022252290915613,Leslie Winkle
Lianluo Smart Limited,3562475869569820,Cassaundra Bavester
MSG Networks Inc.,3588278876385531,Camel Whytock
"ConAgra Brands, Inc.",4508385485920510,Sadye Brasted
Alabama Power Company,5404966063420056,Brandise Morrissey
Hunter Maritime Acquisition Corp.,4405817142334978,Rahel Bigadike
"Nicholas Financial, Inc.",3562842153289763,Cletis Balaison
"GTx, Inc.",3545978673667070,Penny Jirus
Naked Brand Group Inc.,3578887038114936,Cherri Marryatt
The Gabelli Healthcare & Wellness Trust,3564894739186888,Eadie Minucci
Lindblad Expeditions Holdings Inc. ,3586678504396226,Samuele Minto
"Apollo Global Management, LLC",3553427513856187,Jarrod Howen
"New Germany Fund, Inc. (The)",5602251577062318,Hedda Lyard
Summit Therapeutics plc,3567808038707514,Ellynn Chazelle
Nuveen Credit Strategies Income Fund,491100588205566619,Darby Lawrance
"Nu Skin Enterprises, Inc.",4041595931643,Lincoln Tollet
Teekay Tankers Ltd.,5602215980391796,Rica Clampe
Yulong Eco-Materials Limited,3575484496161428,Patten Feeney
Barington/Hilco Acquisition Corp.,3544287943446922,Samuele Roony
China Unicom (Hong Kong) Ltd,4508931503419272,Melva Jobbing
"Yum China Holdings, Inc.",5602225175490345,Gregory Belch
Callon Petroleum Company,5195608079001917,Kerrin Tighe
CBS Corporation,3562631505568663,Ruthie Bakhrushkin
"NRG Energy, Inc.",201696396037469,Jose Upwood
"Cancer Genetics, Inc.",3567908167277998,Minni Elies
Peabody Energy Corporation,3559344244930187,Vivienne Anthill
"NTT DOCOMO, Inc",5325763701031254,Darya Levis
"U S Concrete, Inc.",201527275738945,Norbie Callister
National Research Corporation,3572880471877594,Madelena McGrail
Petroleo Brasileiro S.A.- Petrobras,5100145990301542,Manny Kneafsey
Digirad Corporation,36668620066250,Killie Huckett
"Marchex, Inc.",3578247011857524,Gilbertina Gilbert
Actuant Corporation,677186724888144231,Bridget Maykin
First South Bancorp Inc,6709802314660415816,Montague Ineson
PowerShares S&P SmallCap Information Technology Portfolio,060417377266296238,Lemuel Madle
Rayonier Advanced Materials Inc.,3547754370998532,Sonny Dorset
Jack In The Box Inc.,374622684632291,Rosabelle Prestney
Kearny Financial,3583223498902128,Janaya Bemand
Tellurian Inc.,6761697479709021385,Elias ducarme
"Ooma, Inc.",5602219141783826,Filberto Cuphus
"Lilis Energy, Inc.",30484794154526,Jamison De Benedictis
"RiverNorth Opportunities Fund, Inc.",502004960522836978,Libbey Woolmore
Anworth Mortgage Asset  Corporation,3530890507785670,Natasha Petch
Old National Bancorp,36056914410873,Barbe Muneely
"Alaska Air Group, Inc.",5140093296361491,Hoyt Cruddace
State Auto Financial Corporation,3535805706355658,Roseanne Stourton
"Seattle Genetics, Inc.",676732089863426552,Janet Heaselgrave
Noodles & Company,3542240453239353,Candace California
Vista Outdoor Inc.,6395646767414618,Wyndham Prayer
Actua Corporation,4175000465199223,Abeu Krink
Oxford Lane Capital Corp.,3541495827648777,Sharron Filpi
KLX Inc.,56107333896168530,Caralie Bullers
Steel Partners Holdings LP,4905529510205905,Douglass Hambrook
Countrywide Financial Corporation,3556149106118687,Abby Orrell
Apple Inc.,3541661695232313,Holly Wankel
"Dorman Products, Inc.",3538982312838414,Noemi Coleshill
United States Cellular Corporation,3583778426495107,Suzy Hendricks
Rex Energy Corporation,201588915169347,Fayth Organer
"Isramco, Inc.",3529277024040602,Donia Milsted
Huntington Bancshares Incorporated,3534320742199863,Florrie Alwin
Rent-A-Center Inc.,06048850450595896,Jo McElane
"Synopsys, Inc.",3544782128580545,Panchito Zaniolo
"Activision Blizzard, Inc",3559268980322038,Koralle Tschierse
International Speedway Corporation,3575440192913777,Carey Rowat
"Ooma, Inc.",376831546956057,Gerhardine Seamarke
Mimecast Limited,3577568785596977,Verge Deport
Lehman ABS Corporation,6763287164986843,Grantham Edinburgh
ALPS/Dorsey Wright Sector Momentum ETF,5296616210187501,Layney Hakes
Natus Medical Incorporated,374288540265880,Stearn Pulsford
"Goldman Sachs Group, Inc. (The)",493607420271093845,Cordi Dugan
"ViewRay, Inc.",5010125877966244,Kermit Talman
Cinemark Holdings Inc,3535406687177268,Thomas Jancar
Discover Financial Services,201530477192416,Allie McCambrois
"ARC Document Solutions, Inc.",3542465097160166,Claudine Mager
"Angie's List, Inc.",3537134260452563,Shaylah Sprake
Farmland Partners Inc.,5610583004772345,Gan Jantet
"PS Business Parks, Inc.",3571552059028426,Sanders Hutchinson
First Trust Large Cap Core AlphaDEX Fund,3534775643955285,Mercedes Elham
"Northwest Bancshares, Inc.",3580600088630685,Hetti Font
Kroger Company (The),3533703991970871,Lance Orcott
Orrstown Financial Services Inc,675923782394201673,Hector Borwick
"AptarGroup, Inc.",3575237427262727,Sebastien Kruse
"Bancorp 34, Inc.",3560558816152220,Adiana Merchant
Guggenheim Credit Allocation Fund,675969747286656156,Otha Lerven
iRobot Corporation,374037324354380,Orsa Breslauer
"Boise Cascade, L.L.C.",3559214014988220,Blaire Boutellier
Blackrock Muni Intermediate Duration Fund Inc,3556442008867877,Findley Gearing
Lazard Global Total Return and Income Fund,6333461966667442324,Lamont Paschek
CoreSite Realty Corporation,5100173397249460,Kenon Kesley
uniQure N.V.,6331105562874044,Juliann Wilmington
Performant Financial Corporation,3580308863348537,Neila Bouskill
Centrais Electricas Brasileiras S.A.- Eletrobras,4936283839639146752,Cthrine Beswell
Liberty Global plc,56022426919938756,Rhys Griswaite
"PNC Financial Services Group, Inc. (The)",3560160596000644,Sigismund Cabral
Alere Inc.,3532007612547493,Quentin Drews
Hallador Energy Company,3536529260803205,Evonne Jeffress
Embotelladora Andina S.A.,3583545852743478,Timofei Terzo
"Teladoc, Inc.",30233230244122,Shelby Heineke
GP Investments Acquisition Corp.,30317645988348,Vivia Heineken
Nuveen Virginia Quality Municipal Income Fund,201720321897878,Earle Preedy
"Landauer, Inc.",675927428661208464,Rafaello Pedrazzi
Regions Financial Corporation,6767871589224537718,Jilli Ramelet
Entravision Communications Corporation,36169540403152,Tanitansy Prestige
Arconic Inc.,3558497977977485,Rheta Reckhouse
Teekay LNG Partners L.P.,6388453915452023,Ambros Jimeno
"TerraForm Power, Inc.",3530654473080072,Shawnee Pudge
"VIVUS, Inc.",3580369378138227,Lorri Talton
John Hancock Premium Dividend Fund,5893048085493473852,Berk Meaney
Optical Cable Corporation,3550350983442416,Sigfried Taffee
"Aware, Inc.",3564302406293615,Trixy Bogey
Equity Commonwealth,5610704569148263,Wallache Breinlein
"Southcross Energy Partners, L.P.",4026951502666957,Osborn Dennis
Harmony Merger Corp.,5553313561830636,Wallie Backman
GasLog LP.,3573831879442217,Leeann Mucklow
"TechTarget, Inc.",3556557765623054,Simmonds Lintall
"Citrix Systems, Inc.",3588348541198427,Cherilynn Barr
"United Community Banks, Inc.",3538658711131763,Isadore Moncey
Leju Holdings Limited,5239842667016171,Nari Bucher
Fifth Street Finance Corp.,56022444884283686,Megen Patman
Internap Corporation,5641822749058039,Burt Sparshett
Mercury General Corporation,5602236647248641,Gasper Salliss
Solar Capital Ltd.,3575993673556093,Fae Argabrite
"Akebia Therapeutics, Inc.",5007664072428241,Elle Shulver
"Eastern Virginia Bankshares, Inc.",3535319254429063,Willetta Startin
Saratoga Investment Corp,5048373034420087,Nadia Serjeantson
"LightPath Technologies, Inc.",3537838978321031,Hamilton Farrimond
American Homes 4 Rent,5100139212557387,Eziechiele de Cullip
Abbott Laboratories,3548040150940830,Karoly Gimber
Rayonier Advanced Materials Inc.,5353580535235025,Tessie Livens
Union Bankshares Corporation,5285648430268665,Jeane Krishtopaittis
Hugoton Royalty Trust,4481584126625,Karlee Waterfield
Credit Suisse Group,5602255859358344,Wilbur Chettle
"Heat Biologics, Inc.",6397872870462744,Kally Ebhardt
Pitney Bowes Inc.,5356482102218657,Sinclair Mabone
Public Storage,30435558416782,Milt Issatt
"Overstock.com, Inc.",3553323279532858,Junie Janowski
ProShares UltraPro Short QQQ,4911087477151822152,Kessiah Casotti
SunPower Corporation,4175006091543221,Mada Bullerwell
Magellan Midstream Partners L.P.,3583445741208348,Neill Morton
"Atlas Financial Holdings, Inc.",3588160453608347,Cloris Sibbet
"American Financial Group, Inc.",3534612857830617,Parry Harwell
Resolute Energy Corporation,337941746022572,Claudelle Glenny
Canadian Imperial Bank of Commerce,4026068416866043,Kimbra Halsall
Monroe Capital Corporation,3532086344971882,Louis Starbucke
"MarineMax, Inc.",4175000107413552,Rolph Leadston
Qwest Corporation,3530234011692876,Aloise Fairey
Capital City Bank Group,3575136924640429,Darsie De Vaar
"Sabra Healthcare REIT, Inc.",5294944610150974,Jermaine Haysman
Tennessee Valley Authority,560222889097416540,Kennedy Ould
"Forrester Research, Inc.",3557844485133484,Cornelius Lehemann
Nutraceutical International Corporation,5007663096527608,Esther Sultan
First Trust Small Cap Value AlphaDEX Fund,30408532143467,Ulysses Greest
"Popular, Inc.",5010120721016940,Clarke Barron
BRT Apartments Corp.,3532717377665500,Frans Plues
"Socket Mobile, Inc.",5602228828643567,Korrie Siberry
General Finance Corporation,5602218097304256,Annadiane Wilsey
Liberty Global plc,4911899329576453,Isadora McCartney
"T. Rowe Price Group, Inc.",5641829238508416,Con Shoulder
Newtek Business Services Corp.,5100170721942901,Sheela Standon
"PennTex Midstream Partners, LP",3535661760090131,Fania Vice
"Shake Shack, Inc.",5602250110726876,Zachary Scutts
Axis Capital Holdings Limited,30309945042538,Bing Collopy
"Aoxin Tianli Group, Inc.",3542874781746406,Deeanne Poupard
California Resources Corporation,3541780641088718,Blanca Nanuccioi
"TrovaGene, Inc.",56022576420829611,Warde Stirtle
Urstadt Biddle Properties Inc.,6376668636167345,Davita Doncaster
iPath US Treasury Long Bond Bear ETN,3548169246204099,Sibyl Bailes
"EQT Midstream Partners, LP",06042573770359902,Salvatore Chishull
Eastern Company (The),4844111470629046,Donny Jenner
Allstate Corporation (The),5048377798533217,Moreen Bordessa
"Sino-Global Shipping America, Ltd.",6706057016985573207,Deane Zorener
Nuveen Floating Rate Income Fund,633412573444194399,Gennie Maxstead
United States Steel Corporation,3566625117175046,Alphonso Duchant
"Nuance Communications, Inc.",56022515155925095,Roze Gusney
"Brookline Bancorp, Inc.",3543895681452364,Inger Benedek
Public Storage,3543289931428046,Brent Vibert
Cliffs Natural Resources Inc.,30585165418603,Ania Tyt
"Aldeyra Therapeutics, Inc.",3533987399602000,Waylan Osmond
Endeavour Silver Corporation,5456528700450255,Antone Esposita
"Donegal Group, Inc.",3572243156085217,Clarabelle Lapree
First Trust Emerging Markets AlphaDEX Fund,4026708258941855,Marcos Woodington
NXP Semiconductors N.V.,5463386630620120,Tiffani Mardall
Concho Resources Inc.,67068062597308046,Rhianon Speek
Global Indemnity Limited,3530876546359742,Blair Siege
Gabelli Utility Trust (The),3542890367411553,Abbe Howles
"Carriage Services, Inc.",4936236313566730,Neysa Summerell
Domino's Pizza Inc,3535561733202583,Ambrosius Comiskey
"Watts Water Technologies, Inc.",3588333004612221,Dean Kynvin
Capitala Finance Corp.,5602246546101668,Urson Howler
John Hancock Income Securities Trust,6304463602858714838,Miriam Lashley
Agrium Inc.,5602253306984408,Germain Shirrell
Capstone Turbine Corporation,5100175504535244,Lydia Coldrick
Cathay General Bancorp,5100173335144294,Mohandis Roalfe
"Morgan Stanley Asia-Pacific Fund, Inc.",3586291978105402,Farand Sabin
CVS Health Corporation,5018627686149419,Hewitt Lamort
Hunter Maritime Acquisition Corp.,3570309486539355,Mirilla Berwick
First Trust RBA American Industrial Renaissance ETF,4405117704203848,Lona Monger
"MGP Ingredients, Inc.",5437184730805656,Bruis Rawcliff
"American Financial Group, Inc.",30555048757121,Loleta Gerardin
"Sorrento Therapeutics, Inc.",3533559745042098,Lorinda Antoniou
Qwest Corporation,6767689557955424,Ardenia Richarz
8point3 Energy Partners LP,4844654599685704,Aurora Lambertini
"DHI Group, Inc.",5002352090288343,Stormy Ramberg
"Digital Ally, Inc.",5048377249661393,Taffy Figgs
Gladstone Land Corporation,3554434634148360,Percival Cullimore
La Quinta Holdings Inc.,3573494726703453,Cris Elldred
"Korea Fund, Inc. (The)",6334255558468769,Briny Lagadu
"OncoMed Pharmaceuticals, Inc.",3573085142979089,Leif O'Ferris
"Sun Communities, Inc.",3574226650518468,Delphinia Cartner
Criteo S.A.,630411699556879134,Armstrong Shier
Illinois Tool Works Inc.,4844842263722065,Diandra Carl
Entergy Texas Inc,3555751141756925,Coralyn Topliss
Farmer Brothers Company,4913350562573466,Olga Chapelle
"Athersys, Inc.",4936945694587976787,Wilton Treagus
Preformed Line Products Company,6331109479564466,Jerrilyn Walas
Webster Financial Corporation,6706791998219487,Nerty Sans
"American Realty Investors, Inc.",5217901465704952,Corrie Pretti
Cimarex Energy Co,3545326478352284,Barri Basile
"THL Credit, Inc.",5007668283994453,Foss Mainwaring
"Information Services Group, Inc.",5038164629399600,Nicol Springtorpe
"Source Capital, Inc.",3545388914775312,Brittany Enders
Steel Partners Holdings LP,4917716306205688,Micheil Stoeck
"Dycom Industries, Inc.",374622455977347,Ania Cominotti
Chesapeake Lodging Trust,4905883734800136,Alexis Sleany
"Knight Transportation, Inc.",201470029215839,Lonee Minchinden
Nanometrics Incorporated,3569038852801536,Hana Cleaver
Pzena Investment Management Inc,6334597091296813129,Liana Hazel
Medley Capital Corporation,3566583299749833,Jorry Gentle
AT&T Inc.,3566680456292241,Gisele Emanuel
Oxford Immunotec Global PLC,3535241164178798,Clementia Currier
"Gabelli Equity Trust, Inc. (The)",3571177277862958,Carter Sterman
"Proto Labs, Inc.",561033653821179205,Correna Jacobbe
"CSW Industrials, Inc.",3538368998782763,Dew Armand
Redhill Biopharma Ltd.,5018284440849470770,Rosella Esilmon
"TCW Strategic Income Fund, Inc.",3553281833219596,Ernst de Glanville
"Soleno Therapeutics, Inc.",3529179412783670,Lorinda Quilligan
Baytex Energy Corp,5610601423823208,Daphene Murcutt
BlackRock Credit Allocation Income Trust,6759310450519148,Maurits Crichmer
"Citizens Community Bancorp, Inc.",3567892990204280,Edith Inggall
Valley National Bancorp,3588871171645557,Mimi Meneghelli
Appian Corporation,5100130934055065,Cam Adrienne
Constellation Brands Inc,5545920850618695,Free Biggar
"Kinder Morgan, Inc.",3536552743633387,Mill Haton
China Mobile (Hong Kong) Ltd.,5445246830688843,Ware Baldwin
Silgan Holdings Inc.,30175789143041,Kaleena Kornas
"SPI Energy Co., Ltd.",3542988792029659,Alonzo Hamberstone
RAIT Financial Trust,3587755030412906,Sterne Summerton
Guaranty Bancorp,3580569904905912,Juieta Pettet
Origo Acquisition Corporation,5602242856003589968,Freemon Agastina
Plumas Bancorp,6385442998054643,Krystal Amos
"Blucora, Inc.",5531285223657994,Quincy Pulfer
"Pepsico, Inc.",4844153975901165,Dag Clutheram
Monroe Capital Corporation,3528268939547600,Dominga Cutcliffe
Comp En De Mn Cemig ADS,3548519533222198,Odille Iffe
Giga-tronics Incorporated,374283332160829,Kirk Rayne
Paylocity Holding Corporation,3540281577939793,Roxine Mower
"Summit Hotel Properties, Inc.",589398039970366670,Claudina Forster
"HomeStreet, Inc.",3555026167511748,Kerk Sansome
"First Cash, Inc.",3533088607742801,Deanne Reiglar
"Ekso Bionics Holdings, Inc.",3545606267515062,Loren Falloon
"Perceptron, Inc.",30310052572762,Mace Lomax
"USLIFE Income Fund, Inc.",3556165070318442,Elton McGown
"China Fund, Inc. (The)",4917830308024359,Arleta Pepye
Capitala Finance Corp.,3534670465655370,Wendi Graal
"Donegal Group, Inc.",3528466666794458,Celisse O'Loughane
Jazz Pharmaceuticals plc,5100176810259792,Pet Christian
Robert Half International Inc.,5602243428655572,Thomasina Haley
"GAIN Capital Holdings, Inc.",5108755454764225,Arlinda Sparshutt
"American Capital Senior Floating, Ltd.",3532901287081202,Dilly Zukierman
"TC PipeLines, LP",4903141215197650,Marla Bossons
"Exponent, Inc.",5010125761501883,Godard Dripps
"SG Blocks, Inc.",3577865757203818,Carlotta Collingdon
J P Morgan Chase & Co,3560244724715057,Gaelan Sirett
"Leidos Holdings, Inc.",3563109682612108,Corrianne Haibel
"Foundation Building Materials, Inc.",6387189263684434,Emera Bunclark
Invesco Pennsylvania Value Municipal Income Trust,4017959895598795,Baxie Gallimore
"Energizer Holdings, Inc.",3565771638751385,Trixie Radbond
Embotelladora Andina S.A.,56022426875322367,Conney Rissom
BlackBerry Limited,676225729055790307,Zerk Lyons
"Asta Funding, Inc.",4816027028275351,Erich Guiel
Prana Biotechnology Ltd,5108752803610563,Lane Drewery
Weyerhaeuser Company,3528359724252074,Tildi Lesurf
"Bank of the James Financial Group, Inc.",201631988486543,Gonzalo Revell
First Trust Global Tactical Commodity Strategy Fund,3572353648860729,Rayshell Syder
S&W Seed Company,5100136895612364,Cara Engledow
Coca Cola Femsa S.A.B. de C.V.,3536869189058295,Shena Kingswood
M III Acquisition Corp.,3535798778777786,Caterina McCray
Synovus Financial Corp.,5602247949728420,Had Bore
"ILG, Inc",3587878107484895,Darelle Cristofolini
