Asteraceae,0143-9681,lacus curabitur at ipsum ac tellus,24.51,3561369090637814
Polemoniaceae,11673-423,pede justo lacinia eget tincidunt eget,28.71,374283786148726
Asteraceae,43742-0240,nulla suscipit ligula in lacus curabitur at,6.16,372301594655492
Hydrophyllaceae,0051-0022,montes nascetur ridiculus mus vivamus vestibulum,19.3,3551459863119033
Euphorbiaceae,63146-301,donec semper sapien a libero nam dui proin leo odio,27.59,337941877337062
Apiaceae,54868-0654,viverra pede ac diam cras pellentesque volutpat dui maecenas,25.56,6304375248954816
Asteraceae,54868-3732,vestibulum sed magna at nunc commodo placerat praesent,6.59,6763332651050578
Rhamnaceae,43742-0029,consequat lectus in est risus auctor sed tristique,27.72,0604352490870275233
Salicaceae,68428-039,ultrices enim lorem ipsum dolor sit amet consectetuer,1.6,5602221095340694
Orchidaceae,63354-316,quam sollicitudin vitae consectetuer eget rutrum at,27.71,3528716474809140
Campanulaceae,43742-0058,donec posuere metus vitae ipsum aliquam,8.42,201882108480516
Physciaceae,0363-4012,lacinia sapien quis libero nullam sit,24.73,374288173604447
Asteraceae,67850-013,viverra eget congue eget semper rutrum nulla nunc purus,21.51,5100171279183419
Asteraceae,55154-4616,arcu libero rutrum ac lobortis,5.46,4844437330145034
Poaceae,47781-730,nullam orci pede venenatis non,21.36,3584489176057613
Lamiaceae,37808-011,sodales sed tincidunt eu felis fusce posuere felis sed,9.53,340544023329242
Cuscutaceae,58414-2046,tellus in sagittis dui vel nisl duis,16.42,3553856190218271
Scrophulariaceae,63347-120,eu sapien cursus vestibulum proin eu mi nulla ac enim,12.44,4405686264844662
Nymphaeaceae,0220-9048,ipsum ac tellus semper interdum mauris ullamcorper,2.28,30463523935165
Poaceae,55390-613,nullam porttitor lacus at turpis donec posuere metus,16.16,58931638927960038
Asteraceae,58118-5771,libero quis orci nullam molestie nibh in lectus,27.96,503840863913090005
Crassulaceae,44237-001,convallis tortor risus dapibus augue vel accumsan tellus,20.08,3587826580016700
Funariaceae,54868-6156,sit amet erat nulla tempus vivamus in,25.79,5602233202127955
Asteraceae,36987-2161,rutrum rutrum neque aenean auctor,3.51,201533858240705
Porpidiaceae,0781-5915,lobortis sapien sapien non mi integer,22.3,3553383310024430
Asclepiadaceae,51655-189,sem fusce consequat nulla nisl nunc nisl,16.5,201778731778922
Asteraceae,62011-0226,purus aliquet at feugiat non pretium quis lectus,13.32,5602215104966713
Opegraphaceae,50169-0003,felis donec semper sapien a libero nam dui,23.87,3564205648405097
Asteraceae,53645-1230,morbi non lectus aliquam sit amet diam,29.75,6397726676473158
Asteraceae,36987-2630,diam vitae quam suspendisse potenti,23.59,3563474662143163
Moraceae,61919-424,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,4.23,493629871447219926
Rubiaceae,30142-964,enim blandit mi in porttitor pede justo eu massa donec,23.83,5167322027663729
Fabaceae,60505-2578,eu mi nulla ac enim in tempor,6.51,3539772540377320
Fabaceae,68151-1305,eu felis fusce posuere felis sed,4.09,201845132901203
Rubiaceae,16714-633,in eleifend quam a odio in hac,12.99,201777313606642
Poaceae,65044-1214,praesent id massa id nisl venenatis lacinia aenean sit amet,3.22,3577739576791511
Crassulaceae,37012-667,interdum in ante vestibulum ante ipsum primis,2.09,3546533670769566
Caprifoliaceae,66479-582,curabitur gravida nisi at nibh in hac habitasse,19.19,5418118862988495
Asteraceae,50458-641,id pretium iaculis diam erat fermentum justo,10.67,6371025306545984
Fabaceae,68472-106,pede malesuada in imperdiet et commodo vulputate justo in,18.87,6763718690161306335
Fuscideaceae,0076-0902,dui proin leo odio porttitor id consequat in consequat ut,18.24,3538358704476842
Lamiaceae,60505-3162,justo maecenas rhoncus aliquam lacus morbi quis tortor id,28.37,3580917827636280
Lamiaceae,51346-109,sed lacus morbi sem mauris laoreet,18.38,3570568292527454
Poaceae,50268-330,ipsum praesent blandit lacinia erat vestibulum sed magna,5.17,3567123953863676
Poaceae,10578-046,in eleifend quam a odio in,22.77,3587977805197302
Flacourtiaceae,47649-9001,odio elementum eu interdum eu,16.52,493690861789981781
Ranunculaceae,65293-007,nulla nunc purus phasellus in felis donec semper sapien a,1.9,67629098044481103
Caryophyllaceae,68084-604,ullamcorper augue a suscipit nulla elit ac nulla sed vel,7.87,3575059630245608
Lamiaceae,55154-2731,urna ut tellus nulla ut erat,7.35,3537480567242763
Catillariaceae,59883-922,tortor sollicitudin mi sit amet lobortis sapien sapien non mi,29.07,374622311807399
Nyctaginaceae,11523-0544,morbi sem mauris laoreet ut rhoncus aliquet pulvinar,27.19,3548916576418545
Arthoniaceae,68462-200,fringilla rhoncus mauris enim leo rhoncus sed,17.97,5602230810966220
Liliaceae,58118-5522,est lacinia nisi venenatis tristique fusce congue diam,19.81,6761630612949129838
Bartramiaceae,76490-0010,lectus pellentesque at nulla suspendisse potenti cras,10.77,3565878821506276
Hydrophyllaceae,0472-0912,lectus suspendisse potenti in eleifend quam,27.23,3586461497606921
Berberidaceae,48951-4028,non mauris morbi non lectus aliquam sit amet diam in,22.71,5038454954743924056
Myricaceae,51808-204,vestibulum ante ipsum primis in faucibus orci,1.97,3544180693739275
Asteraceae,49643-412,consectetuer eget rutrum at lorem,22.99,56022287670175404
Pteridaceae,60505-2865,sit amet turpis elementum ligula vehicula consequat,17.43,5002352010523753
Caprifoliaceae,10345-026,blandit lacinia erat vestibulum sed magna at,13.53,5010120576034147
Fumariaceae,61481-0680,adipiscing molestie hendrerit at vulputate vitae nisl,11.27,4041370327298
Poaceae,51531-4328,massa volutpat convallis morbi odio,22.53,3548602717627786
Rosaceae,75989-550,nullam orci pede venenatis non sodales sed tincidunt eu felis,23.58,3543950283584294
Nyctaginaceae,51824-423,elit proin interdum mauris non,23.72,374288562979699
Rosaceae,59863-325,ut nulla sed accumsan felis ut at dolor quis,27.64,4508184272343527
Liliaceae,52125-904,in est risus auctor sed tristique in tempus sit amet,24.68,3541216123599856
Fabaceae,54575-382,erat curabitur gravida nisi at nibh in hac,12.28,3584674922560933
Tamaricaceae,57344-161,nunc nisl duis bibendum felis sed interdum venenatis turpis enim,19.52,4844406075830340
Fabaceae,11716-1192,nunc donec quis orci eget,19.38,5602234246447607
Krameriaceae,53345-007,turpis eget elit sodales scelerisque mauris,24.28,3534451972991115
Caprifoliaceae,66854-007,erat id mauris vulputate elementum,20.47,3553991385289876
Myrtaceae,55154-4788,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,12.7,3552834553130806
Asteraceae,66993-463,turpis enim blandit mi in porttitor pede,5.36,5100137808607475
Chenopodiaceae,35356-085,vitae ipsum aliquam non mauris morbi non lectus aliquam,18.87,6304809574401024184
Rutaceae,68151-2718,magnis dis parturient montes nascetur ridiculus mus vivamus,17.83,3551305032257255
Asteraceae,42254-124,praesent lectus vestibulum quam sapien varius ut blandit non,6.92,3539609385672698
Apiaceae,13537-063,pede lobortis ligula sit amet eleifend pede libero quis,20.47,3558709128722671
Apiaceae,55118-555,vestibulum eget vulputate ut ultrices vel augue vestibulum,15.68,3529224304099619
Thelotremataceae,68327-023,est phasellus sit amet erat nulla,10.76,201740852972957
Scrophulariaceae,59779-130,iaculis congue vivamus metus arcu adipiscing,23.7,6304736938176889
Cactaceae,10544-585,molestie nibh in lectus pellentesque at nulla,7.0,3554193342235535
Hypnaceae,63187-166,purus aliquet at feugiat non pretium quis,8.12,50389993783539481
Malpighiaceae,64578-0068,adipiscing molestie hendrerit at vulputate vitae,26.38,6767640065191606
Fabaceae,54868-5637,nulla integer pede justo lacinia eget tincidunt,21.12,3562834396841294
Campanulaceae,68327-023,maecenas tincidunt lacus at velit vivamus vel nulla eget eros,13.14,633110505293367820
Loasaceae,46672-053,porttitor lorem id ligula suspendisse ornare consequat,23.27,3574103093710368
Malvaceae,53208-550,praesent blandit nam nulla integer pede,7.2,3578134993135287
Moraceae,62742-4058,odio in hac habitasse platea dictumst maecenas,13.45,493690497343991675
Onagraceae,0071-0007,pellentesque at nulla suspendisse potenti cras in purus,23.66,30037137272049
Asteraceae,24670-0001,nulla ultrices aliquet maecenas leo odio condimentum id,4.46,201471267897932
Tiliaceae,60683-129,sapien quis libero nullam sit,22.92,6394866958376191
Leucodontaceae,52183-239,scelerisque mauris sit amet eros suspendisse,23.18,3575367721019570
Cactaceae,52125-750,semper porta volutpat quam pede lobortis ligula sit,27.79,4017950671970092
Asteraceae,44929-001,risus auctor sed tristique in tempus sit,4.85,30081898506575
Poaceae,62211-350,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,14.95,3558066807230405
Ericaceae,68016-318,ac lobortis vel dapibus at diam nam tristique tortor,27.65,3551939809750033
Micareaceae,76436-129,nibh in quis justo maecenas rhoncus aliquam lacus,17.46,3569934948323826
Rubiaceae,68084-746,sociis natoque penatibus et magnis,15.49,3544290735224655
Lamiaceae,42507-057,sem fusce consequat nulla nisl nunc,27.49,56022190284839706
Dioscoreaceae,43275-110,sed tristique in tempus sit amet sem fusce consequat,16.29,5602222205622070
Euphorbiaceae,50114-1195,ligula suspendisse ornare consequat lectus,7.9,3571451898015571
Poaceae,75885-040,nisl duis ac nibh fusce lacus purus aliquet,5.22,3538141396376763
Vitaceae,57520-0332,fusce congue diam id ornare imperdiet sapien urna,12.46,3547691932861974
Scrophulariaceae,11344-269,a ipsum integer a nibh in quis justo maecenas rhoncus,12.92,201409283948644
Fabaceae,36987-2435,blandit ultrices enim lorem ipsum,26.76,3561518059048211
Asteraceae,55154-1376,tincidunt lacus at velit vivamus,20.99,5641825260401777
Cyperaceae,0268-0864,purus sit amet nulla quisque arcu libero rutrum,24.22,493639665307563631
Asteraceae,21695-883,ut mauris eget massa tempor convallis nulla neque libero,15.32,3531703223379281
Lobariaceae,51060-009,lorem ipsum dolor sit amet consectetuer adipiscing elit,3.45,6761534767843663709
Loganiaceae,49834-001,orci luctus et ultrices posuere,12.3,3534138399826798
Parmeliaceae,61589-5312,est phasellus sit amet erat nulla,1.28,5581953830407611
Crassulaceae,30142-692,nisi volutpat eleifend donec ut dolor,29.72,3544300723863982
Thymelaeaceae,48878-0620,lorem vitae mattis nibh ligula nec sem duis,19.98,3556621327160326
Bryaceae,64778-1375,neque aenean auctor gravida sem praesent,23.36,3565514155133458
Fagaceae,63629-4151,ac diam cras pellentesque volutpat dui maecenas,11.36,3545129897070580
Asteraceae,60760-229,ac nulla sed vel enim,20.48,5100147640743990
Onagraceae,62670-1525,congue eget semper rutrum nulla nunc purus phasellus in felis,13.35,6762830593016657
Physciaceae,13734-116,erat id mauris vulputate elementum nullam varius,18.59,3573960023368919
Salicaceae,63187-076,vel est donec odio justo sollicitudin ut suscipit a,7.11,5108759278555678
Sematophyllaceae,51655-125,quis orci eget orci vehicula condimentum,24.9,5007662090118604
Lophosoriaceae,55301-871,sit amet lobortis sapien sapien non mi integer ac,18.16,3528845241672364
Poaceae,0781-5668,congue elementum in hac habitasse platea dictumst morbi,7.83,3580813450241615
Haloragaceae,52959-338,nibh in lectus pellentesque at nulla suspendisse potenti,4.41,201665644021955
Fagaceae,52544-220,lacinia sapien quis libero nullam sit amet turpis elementum ligula,20.32,675903994242556661
Boraginaceae,11695-1425,volutpat eleifend donec ut dolor morbi vel lectus in quam,11.68,3541025797967533
Portulacaceae,52685-328,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,26.71,5602244111065590
Cactaceae,49527-743,aenean sit amet justo morbi ut odio cras,9.91,4405698486836434
Brassicaceae,42507-994,etiam pretium iaculis justo in hac habitasse platea dictumst etiam,23.7,4917711450725219
Asteraceae,65044-1435,cubilia curae mauris viverra diam vitae quam suspendisse potenti,10.34,589395410064980705
Pinaceae,52125-759,in sapien iaculis congue vivamus,11.39,3565782143239451
Apiaceae,49643-394,lectus pellentesque at nulla suspendisse potenti cras in purus,22.77,3533158489575445
Cyperaceae,54569-5921,libero rutrum ac lobortis vel,21.05,3588083594207201
Violaceae,66116-478,eget semper rutrum nulla nunc purus phasellus in felis donec,21.03,5602257274116323
Cyperaceae,0378-3121,a feugiat et eros vestibulum ac,10.65,3543933067488866
Lythraceae,57955-5030,nunc commodo placerat praesent blandit nam nulla integer pede justo,18.81,4026980981500841
Coccocarpiaceae,33992-6159,habitasse platea dictumst maecenas ut massa,8.53,3583274560773517
Parmeliaceae,66621-1010,posuere felis sed lacus morbi,22.44,374283312245020
Primulaceae,16781-403,massa id lobortis convallis tortor risus dapibus augue vel accumsan,18.39,6763759226332471
Coccocarpiaceae,54868-5914,maecenas tristique est et tempus semper est,16.68,372301490254838
Acanthaceae,10356-553,nisl duis bibendum felis sed interdum venenatis turpis enim,18.32,3531901897933082
Fabaceae,59735-308,lectus in est risus auctor sed tristique in tempus sit,18.48,5100175585123613
Scrophulariaceae,0591-3498,eget orci vehicula condimentum curabitur in libero ut,18.48,3532075402576436
Scrophulariaceae,51346-015,sodales sed tincidunt eu felis,27.49,3547390746911188
Polemoniaceae,49999-227,congue elementum in hac habitasse platea dictumst morbi,20.08,3545679187145054
Fagaceae,49288-0434,dolor morbi vel lectus in quam fringilla rhoncus mauris,4.34,5018048716660594765
Lamiaceae,63323-202,iaculis justo in hac habitasse platea dictumst etiam faucibus,21.76,5602259457145418
Passifloraceae,44781-140,eleifend luctus ultricies eu nibh quisque id justo sit amet,2.67,3572952933839072
Iridaceae,69106-020,elementum nullam varius nulla facilisi,7.21,4936543209664294248
Clusiaceae,41167-0333,risus auctor sed tristique in tempus,1.18,36067671199765
Violaceae,68180-837,pellentesque eget nunc donec quis orci eget orci vehicula,6.83,5602241368114444
Uncertain Ascomycota Family,68645-430,faucibus orci luctus et ultrices posuere cubilia,2.6,3545630278871405
Poaceae,0615-6585,nulla nunc purus phasellus in felis donec semper sapien a,19.46,201433094552908
Fabaceae,63323-321,diam neque vestibulum eget vulputate,3.01,5602251614879153
Malvaceae,37000-135,arcu sed augue aliquam erat,4.22,4026220469028191
Flacourtiaceae,63739-455,non sodales sed tincidunt eu felis fusce,13.1,630409288020118917
Asteraceae,50242-018,nisl aenean lectus pellentesque eget nunc donec quis,2.75,6383864781296580
Trapeliaceae,64980-181,ornare imperdiet sapien urna pretium nisl ut volutpat sapien,1.81,3574176266553450
Lamiaceae,36987-2619,tempor turpis nec euismod scelerisque quam turpis,24.94,493604278553391326
Papaveraceae,21695-516,sollicitudin ut suscipit a feugiat et eros vestibulum,26.42,3589472736763677
Fabaceae,43269-875,odio curabitur convallis duis consequat dui,16.89,374288940140238
Seligeriaceae,49288-0621,mauris non ligula pellentesque ultrices phasellus id sapien,28.3,3555151826204053
Ericaceae,54868-4768,a suscipit nulla elit ac,1.3,5100176722476385
Liliaceae,54868-4251,sit amet nulla quisque arcu,21.45,3589873949977279
Valerianaceae,10191-1243,lectus suspendisse potenti in eleifend,9.05,5560408066582467
Hymeneliaceae,44911-0083,in magna bibendum imperdiet nullam orci pede venenatis non,27.56,3529583675326699
Parmeliaceae,52125-654,ut blandit non interdum in ante vestibulum,1.98,560222557759824877
Fabaceae,54569-0025,posuere nonummy integer non velit donec diam neque vestibulum,17.82,30012780187935
Melastomataceae,55154-6241,proin eu mi nulla ac enim in,19.24,201731601008458
Boraginaceae,59762-0057,luctus ultricies eu nibh quisque id justo,25.65,3538406089942423
Brassicaceae,55150-155,purus aliquet at feugiat non pretium quis,22.62,3564563730585840
Verrucariaceae,53329-231,a ipsum integer a nibh in quis justo maecenas,4.51,201451377000593
Poaceae,47682-115,mi pede malesuada in imperdiet,28.84,3589222860356412
Poaceae,59262-362,pede venenatis non sodales sed tincidunt eu felis,27.41,5602224734253154597
Malvaceae,52164-1120,justo eu massa donec dapibus duis at velit,25.8,5610950314580363
Scrophulariaceae,0054-3185,sem fusce consequat nulla nisl nunc nisl,21.96,3547560223408227
Asteraceae,65862-037,integer ac neque duis bibendum morbi,6.9,5100149675561925
Lemnaceae,17089-408,orci luctus et ultrices posuere cubilia curae duis,5.02,5366289687156535
Brassicaceae,13668-151,iaculis justo in hac habitasse platea,20.22,3531054944359149
Grossulariaceae,76254-3001,lectus suspendisse potenti in eleifend quam,11.54,4844564389242931
Cyperaceae,55111-606,faucibus orci luctus et ultrices posuere cubilia curae nulla,25.75,5610214420724682
Euphorbiaceae,36800-498,donec odio justo sollicitudin ut suscipit a,20.54,3563635682821950
Orchidaceae,59779-431,phasellus id sapien in sapien iaculis,7.16,560223321959310941
Cyperaceae,63459-391,non mauris morbi non lectus aliquam sit amet diam,7.14,67065589455674989
Ericaceae,51239-0929,dapibus at diam nam tristique tortor,8.1,3566874076517414
Lamiaceae,45865-411,metus vitae ipsum aliquam non mauris morbi non lectus,25.26,3535720352745195
Sarraceniaceae,68788-9530,quam sollicitudin vitae consectetuer eget rutrum,15.08,5610654196689124
Rosaceae,0615-5647,consequat morbi a ipsum integer a,16.47,3554537851891676
Magnoliaceae,55714-2355,vivamus tortor duis mattis egestas metus aenean fermentum,4.5,3577046835352568
Fabaceae,61657-0015,id luctus nec molestie sed justo pellentesque,6.96,633340287986639680
Fabaceae,21695-678,vivamus metus arcu adipiscing molestie,21.79,4936532086779355
Fabroniaceae,36987-2597,pede malesuada in imperdiet et commodo vulputate justo,4.74,3569399661621378
Fabaceae,59779-292,feugiat non pretium quis lectus suspendisse potenti in eleifend quam,17.33,5602229701393601
Fabaceae,21695-663,eleifend luctus ultricies eu nibh quisque id justo,2.11,490502846104936986
Pterigynandraceae,63187-148,aliquet massa id lobortis convallis tortor risus dapibus,26.94,5610359377923406516
Teloschistaceae,0781-6168,dictumst maecenas ut massa quis,6.26,4913982607208508
Brassicaceae,36987-2918,turpis integer aliquet massa id,29.91,30367329639816
Brassicaceae,36987-1964,eu nibh quisque id justo sit amet sapien dignissim,6.12,30473503436324
Liliaceae,49288-0561,odio consequat varius integer ac leo pellentesque ultrices,22.45,346035360814627
Chenopodiaceae,24208-385,fusce posuere felis sed lacus morbi,29.36,6395190585078750
Campanulaceae,63824-480,ipsum praesent blandit lacinia erat vestibulum sed magna,1.12,5575617829302228
Lamiaceae,68016-078,vivamus in felis eu sapien cursus vestibulum,15.07,3580144557004379
Iridaceae,55154-5030,velit vivamus vel nulla eget eros elementum pellentesque,24.06,5002355496026019
Coniocybaceae,49288-0777,magna vulputate luctus cum sociis natoque penatibus et magnis dis,17.92,201930035775514
Rosaceae,65862-467,vestibulum quam sapien varius ut blandit non interdum,15.02,5610424831659779
Asteraceae,10812-007,egestas metus aenean fermentum donec ut mauris eget massa tempor,2.48,5602233335370035
Celastraceae,49580-0142,purus sit amet nulla quisque arcu libero rutrum ac lobortis,18.32,6331101517783869
Dioscoreaceae,56062-176,porta volutpat erat quisque erat eros viverra,15.62,3587780545652762
Nyctaginaceae,53808-0245,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,28.2,372738849076752
Boraginaceae,68647-160,felis fusce posuere felis sed lacus morbi,10.89,3561568502998793
Sematophyllaceae,30142-430,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,17.26,633110155634958695
Fagaceae,52125-477,euismod scelerisque quam turpis adipiscing,12.26,3561597185022472
Rosaceae,11822-3108,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,15.93,5525808977177378
Rubiaceae,68084-124,id nisl venenatis lacinia aenean sit,19.55,3585585431342010
Asteraceae,0641-6031,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,13.04,3578737568452166
Brassicaceae,63629-4145,luctus tincidunt nulla mollis molestie,10.17,560225049161495964
Grossulariaceae,0781-5780,nec euismod scelerisque quam turpis,6.54,3580980352024728
Fabaceae,50436-6112,adipiscing molestie hendrerit at vulputate,6.41,564182681799171436
Poaceae,62802-647,libero non mattis pulvinar nulla pede ullamcorper,8.21,3537007915616362
Malpighiaceae,52815-123,amet eleifend pede libero quis orci,6.0,3555326932715602
Myrtaceae,58484-200,ultricies eu nibh quisque id justo sit amet sapien dignissim,2.2,4175006341188074
Poaceae,43068-102,eu sapien cursus vestibulum proin eu mi nulla ac enim,5.82,3559822769487063
Poaceae,0093-7658,dui maecenas tristique est et tempus semper,22.22,374283916660384
Fabaceae,49527-039,amet diam in magna bibendum,18.64,3529247704141913
Brassicaceae,57520-0636,viverra eget congue eget semper rutrum nulla nunc purus,23.03,4405472430886998
Cactaceae,52544-967,in imperdiet et commodo vulputate justo in blandit ultrices,18.38,6304160201664499
Asteraceae,68788-9156,est lacinia nisi venenatis tristique fusce congue diam id ornare,28.59,4175000401633293
Fabaceae,16714-588,sed ante vivamus tortor duis mattis,10.82,5602242370018464258
Poaceae,62756-183,suspendisse potenti cras in purus eu magna,4.94,30384750096531
Poaceae,37205-648,adipiscing lorem vitae mattis nibh ligula nec sem,13.5,5602232373420045816
Brassicaceae,68345-620,mi pede malesuada in imperdiet et commodo vulputate justo in,15.12,3581340608695418
Polemoniaceae,42291-711,orci mauris lacinia sapien quis libero nullam sit amet,5.16,3580920844890948
Cyperaceae,54868-0767,nec nisi vulputate nonummy maecenas tincidunt,26.56,5007662656426607
Lecanoraceae,53157-303,cubilia curae duis faucibus accumsan odio,8.77,67716504905246042
Liliaceae,98132-2132,justo morbi ut odio cras mi pede malesuada in imperdiet,19.36,589332384764797618
Apiaceae,63739-265,tortor duis mattis egestas metus,16.43,3589888573644581
Brassicaceae,49349-681,orci nullam molestie nibh in lectus pellentesque,15.44,3575993224908165
Apocynaceae,66758-017,ut massa volutpat convallis morbi odio odio elementum eu interdum,2.99,5602253463896456433
Hydrophyllaceae,51079-193,ac nibh fusce lacus purus aliquet at,24.42,3580691133118099
Proteaceae,42507-381,accumsan tortor quis turpis sed ante vivamus,5.07,5602226105492997
Liliaceae,57613-009,varius ut blandit non interdum,18.79,4508108763738812
Polygonaceae,43269-685,elementum nullam varius nulla facilisi cras non velit nec nisi,27.52,3581042716255610
Caprifoliaceae,50730-1020,non ligula pellentesque ultrices phasellus id,13.0,3585111193031004
Cyperaceae,59723-546,pede ac diam cras pellentesque volutpat dui maecenas tristique,7.39,3566756466787808
Fabaceae,0904-5810,ante nulla justo aliquam quis turpis eget,21.93,337941488815332
Polemoniaceae,67405-435,nulla facilisi cras non velit nec nisi,21.33,5501280753149773
Pinaceae,0280-0223,interdum mauris ullamcorper purus sit amet nulla quisque,1.06,3534694704926467
Collemataceae,52544-967,duis mattis egestas metus aenean fermentum donec ut mauris,4.35,630439194945248868
Fabaceae,41190-459,blandit non interdum in ante vestibulum ante ipsum primis,22.98,3550220208570665
Brassicaceae,57520-0701,nisi nam ultrices libero non mattis,20.32,3540333475410839
Rutaceae,41167-0936,est quam pharetra magna ac consequat metus sapien ut,25.45,3546818904431400
Scrophulariaceae,43689-0003,nulla tellus in sagittis dui vel nisl duis,3.3,3582211715637818
Asclepiadaceae,54458-904,dolor vel est donec odio justo sollicitudin,19.25,3563855113160071
Cyperaceae,55298-013,venenatis tristique fusce congue diam id ornare imperdiet sapien urna,4.13,3548815465260853
Boraginaceae,55312-490,viverra eget congue eget semper rutrum nulla nunc purus phasellus,3.73,201574558145174
Poaceae,60867-105,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,12.22,3535966986358190
Nyctaginaceae,43063-119,congue vivamus metus arcu adipiscing molestie hendrerit,13.1,3537745778133740
Rosaceae,49348-471,vitae nisl aenean lectus pellentesque eget nunc donec quis orci,28.92,3548023615601783
Iridaceae,63739-376,augue aliquam erat volutpat in congue etiam justo etiam pretium,3.79,6333771734012612735
Asteraceae,30142-939,ultrices mattis odio donec vitae nisi nam,19.37,3554261129594331
Asteraceae,68276-005,nisl nunc nisl duis bibendum felis sed interdum venenatis,18.69,5602220072222354
Valerianaceae,36800-693,rutrum nulla nunc purus phasellus,10.48,3550286091501471
Campanulaceae,61919-535,tortor duis mattis egestas metus aenean,4.02,670921017619924475
Asteraceae,0603-7805,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,14.37,3528770506757637
Apiaceae,52125-533,quis justo maecenas rhoncus aliquam lacus morbi quis,25.94,4762178193791823
Chenopodiaceae,0904-6137,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,16.59,372301448663825
Cyperaceae,67296-0672,maecenas pulvinar lobortis est phasellus sit,18.26,30126897616634
Liliaceae,68151-3005,et magnis dis parturient montes nascetur ridiculus mus,25.55,30527300495955
Monotropaceae,0069-0970,tristique fusce congue diam id,29.48,30350064504684
Brassicaceae,0006-4837,purus eu magna vulputate luctus cum sociis natoque,23.76,337941710197871
Grammitidaceae,0006-9117,amet nunc viverra dapibus nulla suscipit ligula in lacus,19.75,6399955005368411
Fabaceae,59779-964,gravida sem praesent id massa id nisl venenatis lacinia,10.26,3568204495584563
Cyperaceae,51523-005,non mauris morbi non lectus aliquam sit,15.52,3587722609785559
Clusiaceae,57896-764,turpis a pede posuere nonummy integer non velit donec diam,4.12,5363390739300494
Myricaceae,0009-5178,sed tristique in tempus sit amet sem fusce consequat nulla,9.72,3561675258438559
Poaceae,58892-118,magna bibendum imperdiet nullam orci pede venenatis non sodales sed,13.84,3562408060619805
Boraginaceae,43857-0147,vel augue vestibulum ante ipsum primis in,9.31,6762435876830102809
Caryophyllaceae,0904-5881,laoreet ut rhoncus aliquet pulvinar sed,18.67,3586052819720928
Lamiaceae,67239-0207,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,8.41,4041590966704531
Chenopodiaceae,49589-103,ultrices phasellus id sapien in,25.7,4017954373858
Asteraceae,49999-030,accumsan felis ut at dolor quis odio,28.54,4041372404016863
Chenopodiaceae,59630-701,urna ut tellus nulla ut erat id mauris,14.84,3531915364256207
Rosaceae,58118-1516,cum sociis natoque penatibus et magnis dis parturient montes nascetur,10.05,5157448630228618
Orchidaceae,76394-3812,est congue elementum in hac habitasse platea dictumst morbi,2.39,3569285257500581
Fabaceae,46708-112,pretium quis lectus suspendisse potenti in eleifend quam a,27.72,630433689806744513
Poaceae,54157-105,aenean sit amet justo morbi ut odio cras mi pede,16.16,3545311744282101
Juncaceae,36987-2770,neque vestibulum eget vulputate ut ultrices,6.88,6709953761329466
Brassicaceae,63629-5311,lacus at velit vivamus vel,4.88,3553481976830148
Fabaceae,61442-323,morbi non lectus aliquam sit amet diam in magna,12.6,4017959692664188
Poaceae,0527-1326,justo pellentesque viverra pede ac diam cras pellentesque,29.98,4041590993889636
Opegraphaceae,49738-946,vivamus metus arcu adipiscing molestie hendrerit at vulputate,3.96,201589541214267
Pyrenulaceae,63354-372,justo morbi ut odio cras mi pede,12.96,3543609434928004
Boraginaceae,67544-655,rutrum nulla tellus in sagittis dui vel nisl duis ac,22.09,3528452062026893
Euphorbiaceae,51452-001,nulla facilisi cras non velit nec nisi vulputate nonummy,21.1,5599027850042093
Caryophyllaceae,49738-557,nec dui luctus rutrum nulla tellus in sagittis,22.23,3528525430245699
Violaceae,36987-1956,ultrices aliquet maecenas leo odio,10.26,201759007451543
Dicranaceae,0363-0008,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,1.9,348886702402051
Lecanoraceae,42254-239,erat nulla tempus vivamus in felis eu sapien cursus,19.45,4041374352318
Hydrophyllaceae,68850-001,quis orci nullam molestie nibh in lectus pellentesque at nulla,14.32,3535467188928716
Brassicaceae,54838-572,vel augue vestibulum rutrum rutrum,29.86,3535386772096807
Poaceae,49304-0003,metus aenean fermentum donec ut mauris eget massa,15.24,3539574897130983
Meesiaceae,53808-0312,luctus cum sociis natoque penatibus,1.97,3532772227099822
Dioscoreaceae,0955-1037,eros viverra eget congue eget semper rutrum nulla,19.77,201626480494482
Brachytheciaceae,49781-071,quam turpis adipiscing lorem vitae,8.35,36004132069717
Liliaceae,57520-0031,quis turpis sed ante vivamus tortor duis,7.69,3528787847702338
Fabaceae,0093-2056,orci luctus et ultrices posuere cubilia,5.63,337941027317907
